,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std
LOC113185111,-0.093262201,8.304800205,-1.093438974,0.274208336,0.851544205,-5.080968219,-1.093422507
LOC113192199,-0.16977482,4.211528999,-1.095198357,0.273457945,0.851544205,-4.863880474,-1.095133976
LOC113196803,-0.346505985,-0.237101982,-1.095911202,0.273718612,0.851544205,-4.612130184,-1.094539093
LOC113197921,-0.212543954,4.126913605,-1.09506065,0.273545242,0.851544205,-4.784722664,-1.094934708
LOC113200117,-0.119824294,6.339557645,-1.092642681,0.274556732,0.851544205,-5.115111181,-1.092628982
Magi2,-0.219768547,6.875616537,-1.095633504,0.273244949,0.851544205,-5.121341728,-1.095620358
Nup62,-0.176416867,6.137651206,-1.093370949,0.274352672,0.851544205,-4.718992338,-1.093093676
Pdzd8,-0.144083718,5.290818488,-1.094609102,0.273697432,0.851544205,-5.030149469,-1.094587414
Rapgef5,-0.192039885,5.939382949,-1.093073174,0.27436837,0.851544205,-5.094463137,-1.09305792
Rbx1,0.13896382,6.51201815,1.093460629,0.274198215,0.851544205,-5.099557142,1.093445569
Rpp30,-0.188415186,3.642295397,-1.094049685,0.273966388,0.851544205,-4.837807907,-1.093973985
Slc12a9,-0.186683437,4.990947885,-1.093341011,0.274443363,0.851544205,-4.677282129,-1.092887122
Slirp,0.152823013,5.624063532,1.092907363,0.274442269,0.851544205,-5.067930892,1.092889615
Spata2,-0.119166114,4.671989151,-1.092808506,0.274491579,0.851544205,-4.969888002,-1.092777327
Taf11,0.136471814,5.331061282,1.095536974,0.273290533,0.851544205,-5.038670595,1.095516243
Tia1,-0.15637106,6.124822867,-1.092770627,0.274530156,0.851544205,-4.851222835,-1.09268949
Tnpo3,-0.162190213,6.43873492,-1.093174085,0.274391013,0.851544205,-4.768042159,-1.093006347
Unc45a,0.064954485,6.918705356,1.093834883,0.274033139,0.851544205,-5.123398387,1.093821805
Stx4,0.114378536,5.607136591,1.092455991,0.274640732,0.851590298,-5.063226583,1.092437763
Adirf,0.235497067,3.899787084,1.08873728,0.276293812,0.851614615,-4.887898022,1.088682748
Arhgef10,0.129413141,5.079657686,1.090539057,0.275486867,0.851614615,-5.007553745,1.090513823
Arl6ip5,0.104847125,6.990389667,1.09167094,0.275012809,0.851614615,-4.855402715,1.091591237
Ccdc137,-0.189777135,5.025047034,-1.089905665,0.275808618,0.851614615,-4.797812038,-1.089783286
Cdk5,0.191429975,6.001284308,1.088329532,0.276459076,0.851614615,-5.043928779,1.08830819
Dennd4a,-0.127600737,5.485865986,-1.090342528,0.275570742,0.851614615,-5.054227851,-1.09032333
Fam160b1,-0.116317174,5.244905216,-1.089884883,0.275780882,0.851614615,-4.946937886,-1.089846238
Golga4,-0.118044618,7.148871666,-1.088971874,0.276174536,0.851614615,-5.067310318,-1.088953172
Grm5,-0.46925286,4.196167102,-1.089674639,0.275900749,0.851614615,-4.814098354,-1.08957421
Kif26b,-0.409979683,3.519717499,-1.096046628,0.27490555,0.851614615,-4.591600029,-1.091835187
Lcp2,-0.175849405,2.452536317,-1.088653446,0.276396404,0.851614615,-4.729016828,-1.088450214
Limd1,-0.225036647,4.375675529,-1.089459525,0.275991922,0.851614615,-4.825523888,-1.089367353
LOC113175224,0.657580995,-0.639021232,1.097800262,0.276338828,0.851614615,-4.587137067,1.088580708
LOC113175966,0.747323289,0.811511385,1.092701559,0.275935678,0.851614615,-4.595975068,1.089494957
LOC113177516,-0.138198801,4.75015258,-1.091458239,0.275120411,0.851614615,-4.805530592,-1.091346575
LOC113177766,0.079481076,5.253733045,1.092181393,0.274762892,0.851614615,-5.032722172,1.092159747
LOC113180347,0.702097705,0.134837916,1.093125911,0.276213376,0.851614615,-4.592203041,1.088865105
LOC113180369,0.494084292,0.006816948,1.096943593,0.274852914,0.851614615,-4.589579596,1.091954926
LOC113182826,0.183902973,5.553881051,1.090509489,0.275496764,0.851614615,-5.065743069,1.090491344
LOC113188847,-0.367484734,0.34996737,-1.089867122,0.276228226,0.851614615,-4.623749449,-1.088831436
LOC113197674,0.245546712,0.627955827,1.091824822,0.275271686,0.851614615,-4.633197871,1.09100272
Lyplal1,0.202672973,3.137189703,1.088632098,0.276370409,0.851614615,-4.782142061,1.088509129
Mad2l1,0.218213984,2.747539683,1.091062134,0.275610329,0.851614615,-4.63627289,1.090233435
Mapre2,-0.256266927,7.716535997,-1.089466635,0.275985759,0.851614615,-4.847075935,-1.089381334
Nme3,0.082413761,5.918925854,1.090203406,0.275630325,0.851614615,-5.09537797,1.09018803
Ntng1,-0.163699048,3.075271242,-1.089159457,0.276138857,0.851614615,-4.77864045,-1.089034081
Pcid2,-0.104171239,6.012961734,-1.088933825,0.276189645,0.851614615,-5.101249558,-1.088918912
Pla2g4c,-0.249934603,1.633527506,-1.091266369,0.275321918,0.851614615,-4.676939985,-1.090888568
Plekha4,0.661934269,2.68140498,1.109520013,0.27648985,0.851614615,-4.587989149,1.08823846
Ppp1r18,0.172873626,3.267789705,1.090471135,0.275670734,0.851614615,-4.684184441,1.090096281
Rab25,0.908134264,2.945146142,1.096704678,0.276183888,0.851614615,-4.587957004,1.088931968
Rnf32,-0.190623859,4.596456187,-1.089376494,0.276001877,0.851614615,-4.968896501,-1.08934477
Tigd3,0.278964079,0.856690975,1.090750145,0.275757433,0.851614615,-4.632313312,1.089899464
Tmem134,0.225768708,4.656421219,1.091077228,0.275498571,0.851614615,-4.660589081,1.090487239
Trpc4,-0.447141853,3.736385494,-1.091125553,0.275483607,0.851614615,-4.654117795,-1.090521229
Ttc39a,0.172058607,4.137140892,1.092047484,0.27497259,0.851614615,-4.689499977,1.091682703
Ythdf1,-0.111772972,6.287236593,-1.091635064,0.274999641,0.851614615,-5.113182533,-1.091621183
Fam163a,0.338833745,2.428961269,1.088283199,0.276576361,0.851650181,-4.715149484,1.088042465
Tmem182,0.554832201,0.212081751,1.089477519,0.276600929,0.851650181,-4.612725042,1.087986813
Atad2b,-0.15639839,5.073364693,-1.087073838,0.277048079,0.852074609,-4.823849248,-1.086974502
Camsap2,-0.265918833,6.69427774,-1.087224679,0.277128103,0.852074609,-4.686596628,-1.08679345
Cops5,0.096955768,6.124229492,1.0868707,0.277100347,0.852074609,-5.108762191,1.086856242
Fam124a,-0.294119627,2.001400045,-1.0869761,0.27717474,0.852074609,-4.699363216,-1.086687952
LOC113199622,-0.159556577,3.391618245,-1.087624919,0.276802367,0.852074609,-4.813170276,-1.087530637
LOC113199801,-0.5149646,0.045036883,-1.095686558,0.277058833,0.852074609,-4.587559203,-1.086950167
Mrpl42,0.118733422,3.592159662,1.086627101,0.277236687,0.852074609,-4.836307903,1.086547842
Prokr1,0.660298892,2.736575969,1.086998069,0.2772188,0.852074609,-4.678188753,1.086588296
Ramac,-0.127147362,4.917979643,-1.086855387,0.277116527,0.852074609,-4.956455999,-1.086819639
Rara,0.226290224,4.598939598,1.087394967,0.277148973,0.852074609,-4.656068849,1.086746239
Apex1,-0.129811127,6.159557339,-1.084516974,0.278144324,0.852142869,-5.061035567,-1.084497388
Arhgap44,0.126273292,6.745555808,1.085051226,0.277946703,0.852142869,-4.821889379,1.084943449
Cep131,-0.136017879,6.489048725,-1.084970401,0.277940625,0.852142869,-5.126114977,-1.084957171
Col21a1,0.350442815,3.416029966,1.085408927,0.278001242,0.852142869,-4.659292681,1.084820324
Evi5,-0.114801515,5.097033542,-1.085333298,0.277784712,0.852142869,-5.017587687,-1.085309247
Lclat1,-0.094075863,4.624691196,-1.08475931,0.278049745,0.852142869,-4.911906624,-1.084710842
LOC113179739,-0.176466715,3.052295975,-1.085443956,0.277811241,0.852142869,-4.738341491,-1.085249331
LOC113184070,-0.449250572,-0.859726537,-1.08674502,0.278103071,0.852142869,-4.603847964,-1.084590485
LOC113184629,-0.274491024,0.951876429,-1.088639228,0.27755291,0.852142869,-4.598230993,-1.08583294
LOC113187058,0.294426108,0.731999117,1.085016045,0.278247099,0.852142869,-4.640284173,1.084265497
Map1lc3b,0.121419237,6.836230052,1.085693529,0.277621207,0.852142869,-5.10644146,1.085678611
Prpf8,-0.104651434,8.840432719,-1.085431314,0.277740163,0.852142869,-5.041122359,-1.08540987
Rabl2b,-0.200266921,6.138861452,-1.08674367,0.27746242,0.852142869,-4.653807975,-1.086037459
Ranbp3l,0.600567217,3.820501484,1.09492658,0.27737378,0.852142869,-4.587920676,1.086237839
Rnmt,-0.24294213,5.582528265,-1.084488198,0.278180542,0.852142869,-4.867275123,-1.084415664
Tmem138,0.241579742,4.316737613,1.084838092,0.278254797,0.852142869,-4.662163218,1.084248128
Wdr89,0.116202707,5.546541788,1.085946905,0.277510651,0.852142869,-5.06466811,1.085928445
Znf319,-0.103410419,5.437085157,-1.08549734,0.277709838,0.852142869,-5.0592004,-1.085478372
Znf593,0.172880683,3.715689006,1.085710275,0.277638448,0.852142869,-4.85245083,1.085639656
Znf638,-0.091996986,7.341207881,-1.086294642,0.27736216,0.852142869,-4.991886952,-1.086264112
Cdca8,-0.358335807,0.474742366,-1.085448167,0.278365738,0.85233009,-4.61436682,-1.083997882
LOC113176868,0.173629937,7.639178876,1.084032352,0.278444057,0.85241738,-4.748764199,1.083821259
Ern2,-0.519401278,-0.95247424,-1.088695607,0.278824393,0.853276439,-4.590317099,-1.08296402
Ikzf5,-0.108843585,5.399711328,-1.083089003,0.278777803,0.853276439,-5.050973124,-1.083068988
Csnk2a2,-0.187185018,6.196131924,-1.082827356,0.279013947,0.853551248,-4.71998954,-1.082537082
Trip10,0.379210239,4.725915582,1.084138675,0.279009649,0.853551248,-4.617014299,1.082546761
Exosc7,0.11030734,4.257946606,1.082294586,0.279141306,0.853788235,-4.921268303,1.082250338
Fam78a,0.32793468,2.091424195,1.083476823,0.279224455,0.853889938,-4.617731429,1.082063181
Adm,-0.427326016,2.863718867,-1.081490217,0.279525482,0.854199924,-4.804889863,-1.08138592
Creb3,0.095891741,5.823324688,1.081518042,0.279473729,0.854199924,-5.096288578,1.081502321
CUNH16orf71,0.117632897,4.45286829,1.081446695,0.279516124,0.854199924,-4.938689081,1.081406968
Ripor2,-0.244877079,5.129993684,-1.082617744,0.279473526,0.854199924,-4.631002312,-1.081502778
Actr5,-0.123540244,4.756443927,-1.078743158,0.280772555,0.854425947,-4.775013923,-1.078585484
Amer3,-0.407768476,3.642974738,-1.078835535,0.281016136,0.854425947,-4.643939963,-1.078039485
Ano9,1.013283343,1.532769018,1.090809064,0.281097299,0.854425947,-4.588351755,1.077857623
Cacnb4,-0.31960097,4.171430032,-1.079937309,0.280370574,0.854425947,-4.679707334,-1.079487251
Cbx8,0.123795916,3.148042488,1.080257962,0.280079392,0.854425947,-4.791715658,1.08014101
Chchd5,0.127051288,4.244939699,1.080874058,0.279772366,0.854425947,-4.925740498,1.080830844
Cldn3,1.542758747,1.301661422,1.108732255,0.281087645,0.854425947,-4.589730392,1.077879254
Cpsf7,-0.090804232,6.56957111,-1.07875241,0.280703896,0.854425947,-5.13356063,-1.078739445
Crk,-0.19893752,6.209695544,-1.078944032,0.280760138,0.854425947,-4.710605657,-1.078613327
CUNH1orf56,-0.310804792,1.488743846,-1.081099425,0.280959505,0.854425947,-4.599781991,-1.078166396
Kcnmb4,-0.178896137,3.659337652,-1.079143399,0.280585478,0.854425947,-4.779438434,-1.079005046
Klk12,1.034611941,0.735062233,1.094130276,0.27987134,0.854425947,-4.587965819,1.080608409
Lgals1,0.234183512,5.073947301,1.079605147,0.280336547,0.854425947,-4.942660303,1.079563625
LOC113177490,0.205887426,4.568871961,1.080390181,0.280258302,0.854425947,-4.658617101,1.07973927
LOC113178564,0.264578236,0.733558031,1.081377714,0.279838091,0.854425947,-4.645736342,1.080683127
LOC113187371,0.394865494,1.922676095,1.085816289,0.280642751,0.854425947,-4.590175095,1.078876579
LOC113191538,0.195658472,4.343514684,1.079109723,0.280559231,0.854425947,-4.918258363,1.079063926
LOC113192124,0.186959166,3.006491613,1.081048169,0.279736215,0.854425947,-4.77451994,1.080912102
LOC113192317,0.503796409,0.403568621,1.083988193,0.279951892,0.854425947,-4.596156862,1.080427419
LOC113195950,0.812983718,3.201019334,1.084989128,0.28013342,0.854425947,-4.592453526,1.080019673
Nmi,0.373562919,3.33368875,1.084148593,0.280020294,0.854425947,-4.595869931,1.080273754
Pcna,0.13510653,5.872140647,1.078929655,0.280625975,0.854425947,-5.101141729,1.078914207
Plekha2,0.271544176,3.167571669,1.079726636,0.280977352,0.854425947,-4.615422403,1.078126399
Psme4,-0.344692409,6.65581498,-1.078242937,0.280931053,0.854425947,-5.136673717,-1.078230165
Rab24,0.096732303,6.048299792,1.079262257,0.280477328,0.854425947,-5.111583682,1.079247683
Rasgrp4,-0.297267093,0.301362416,-1.080651201,0.280279233,0.854425947,-4.63040978,-1.079692279
Stxbp2,0.768209859,4.438278001,1.082264081,0.279927362,0.854425947,-4.614805181,1.080482529
Twist1,0.553071903,1.135296869,1.08389313,0.280937589,0.854425947,-4.59149454,1.078215516
Zc4h2,-0.174342596,4.178784821,-1.07980804,0.280264201,0.854425947,-4.842256859,-1.079726025
Znf574,-0.089590884,5.164015256,-1.081100491,0.279672374,0.854425947,-4.930314915,-1.081055618
Hebp2,0.414746312,2.666890969,1.079353374,0.281288835,0.854552784,-4.610451239,1.077428595
Lrr1,-0.409241625,0.893777663,-1.081870706,0.281254481,0.854552784,-4.59412748,-1.077505531
Slc8a2,-0.093486816,6.723414587,-1.077559145,0.281236254,0.854552784,-5.136835405,-1.077546353
Elmo2,-0.165815664,6.192896565,-1.077256607,0.281395075,0.854723806,-4.886898324,-1.077190709
LOC113178496,-0.165658899,6.92386963,-1.077012882,0.281486332,0.854815592,-5.019817569,-1.076986421
Znf704,-0.129969567,5.426291454,-1.076955204,0.281525196,0.854815592,-4.90484282,-1.076899434
Pdzrn3,-0.280663223,4.327237232,-1.076845932,0.281654103,0.85505529,-4.733434133,-1.076610966
Sin3b,-0.156211428,6.95936056,-1.076364783,0.281819914,0.855255221,-4.809517007,-1.076240046
Snrpf,0.092363437,5.224860494,1.076329693,0.281789305,0.855255221,-5.045504366,1.076308508
Rhoc,0.207048982,6.63197352,1.076380876,0.281968818,0.855555387,-4.684523746,1.075907073
Pmfbp1,0.471894307,2.877719831,1.078910222,0.282047545,0.855642552,-4.600203839,1.075731076
Aff4,-0.229860507,7.795424331,-1.075603455,0.282339276,0.855652472,-4.677252543,-1.075079189
Alg12,-0.083929255,6.037007618,-1.075620675,0.282103411,0.855652472,-5.11444976,-1.075606206
Bace2,-0.349886535,3.405720121,-1.075464388,0.282294762,0.855652472,-4.713620725,-1.075178629
LOC113178015,0.755614853,1.405261416,1.075533548,0.282350816,0.855652472,-4.670879144,1.075053412
Mgme1,0.246579175,2.75599149,1.075282004,0.282323572,0.855652472,-4.755480198,1.075114269
Npy2r,0.366569009,5.001012441,1.075551957,0.282162324,0.855652472,-4.860432301,1.075474543
Mfap3,-0.113347555,4.959932661,-1.074698041,0.282521244,0.85601736,-5.015273841,-1.074672804
Igfbp3,0.397111129,4.909079266,1.07630683,0.28263473,0.856209619,-4.613676874,1.074419448
Bnip1,-0.087641499,5.082053771,-1.073543413,0.283037454,0.856333281,-5.035918799,-1.073520927
Ccdc141,-0.223536887,4.361447832,-1.073465554,0.283077493,0.856333281,-4.967040255,-1.073431643
Gpsm2,-0.246792401,4.139090454,-1.074945907,0.283098209,0.856333281,-4.619304165,-1.073385453
LOC113188517,0.18673419,7.723977893,1.073934341,0.282861267,0.856333281,-5.060184409,1.073913914
LOC113189167,0.543129583,2.854153316,1.079144346,0.283019319,0.856333281,-4.592918371,1.07356137
LOC113200744,0.152910772,6.071598826,1.073685776,0.282970141,0.856333281,-5.112962191,1.07367105
Mlec,0.088878198,7.699188081,1.074029942,0.282816444,0.856333281,-5.099680842,1.074013918
Plrg1,-0.124838018,6.329233808,-1.073337009,0.28312591,0.856333281,-5.131309208,-1.073323689
S100a9,-0.544430323,0.618125268,-1.074215556,0.282981652,0.856333281,-4.658800729,-1.073645375
Kcnc2,-0.319560287,5.256121651,-1.072568039,0.283490815,0.85637746,-4.901947771,-1.072510468
LOC113175415,0.173562219,1.828973742,1.073099069,0.283386401,0.85637746,-4.690223668,1.072743091
Npas3,-0.336806347,5.329100624,-1.07315028,0.283212435,0.85637746,-5.06100099,-1.073130798
Pgbd2,0.157223929,3.28703862,1.073002023,0.283400455,0.85637746,-4.7124247,1.072711776
Ppp1r3c,0.318808123,4.188455186,1.072737364,0.283433523,0.85637746,-4.822775397,1.072638101
Rem1,0.404004267,1.825858197,1.074360232,0.28339697,0.85637746,-4.615758954,1.072719541
Stard8,0.392683498,2.788736153,1.07316524,0.283449968,0.85637746,-4.664719638,1.072601463
Emd,0.109980894,5.111324778,1.072428223,0.283576614,0.856485455,-4.82126855,1.072319361
Gtf2i,0.225442386,8.624474169,1.072380522,0.283690678,0.856678766,-4.716120697,1.072065357
Trappc3,0.102909839,6.202392688,1.071696371,0.283884477,0.857112748,-4.897306003,1.071633953
Ctsk,0.268040232,4.794305161,1.072002886,0.284160417,0.857472231,-4.640212074,1.071020044
LOC113185396,-0.297982361,0.461386312,-1.071586447,0.284249581,0.857472231,-4.644069166,-1.07082176
Mrpl9,0.108543387,6.432304965,1.070852837,0.284241494,0.857472231,-5.136412556,1.070839742
Pdgfc,-0.208606527,4.823981872,-1.070883634,0.284254074,0.857472231,-4.870863995,-1.070811769
Poldip3,-0.062297009,7.164943156,-1.071002817,0.284173857,0.857472231,-5.142536047,-1.070990153
Atxn7l3b,-0.097952292,8.137631913,-1.07049746,0.284415822,0.857502811,-4.9405586,-1.070452182
Kptn,0.143453091,4.721018402,1.070499912,0.284407897,0.857502811,-4.989153872,1.070469797
Ncf2,-0.538005292,1.31935048,-1.083035806,0.284464644,0.857502811,-4.58944474,-1.07034367
Rnf185,-0.188640908,4.484636501,-1.070728101,0.284318311,0.857502811,-4.891015683,-1.070668944
Dyrk1a,-0.073925316,6.410806197,-1.070081496,0.284588547,0.857709224,-5.135636135,-1.070068343
LOC113198910,-0.409944879,3.734560549,-1.075157626,0.28463336,0.857709224,-4.594318783,-1.069968784
Catip,0.309789969,3.1548083,1.07060237,0.285034728,0.857984166,-4.620654935,1.069077547
Cln5,0.124044203,4.918084907,1.06908812,0.285044592,0.857984166,-4.980362735,1.069055654
Gria2,-0.254838242,7.901709348,-1.069006625,0.285075555,0.857984166,-5.068771003,-1.068986939
LOC113175480,-0.098153748,3.833534972,-1.0693809,0.284930815,0.857984166,-4.85905853,-1.069308204
LOC113178058,-0.621501367,1.789684101,-1.069833952,0.284825888,0.857984166,-4.706594227,-1.069541171
Spata20,0.295116382,3.758198399,1.069302455,0.284964306,0.857984166,-4.865736369,1.069233858
Tmem179,0.15047241,6.160732276,1.069272534,0.284953241,0.857984166,-5.123314463,1.06925842
LOC113190341,0.557800782,-0.450967608,1.084711918,0.285252387,0.85833449,-4.589411946,1.06859459
Nhsl1,-0.120575081,4.092502225,-1.068556459,0.285292268,0.85833449,-4.908600138,-1.068506127
Suz12,-0.067922904,5.52094482,-1.068368495,0.285362481,0.858394822,-5.077309068,-1.068350401
Golt1b,-0.11777083,3.423333905,-1.068290292,0.285440896,0.858408975,-4.803166978,-1.068176515
Snph,-0.106235731,6.963305073,-1.068158299,0.285467509,0.858408975,-4.959885869,-1.068117509
Bmx,0.727286611,-0.575618079,1.080119932,0.285612457,0.85844633,-4.589736668,1.067796191
Fam228a,0.576378191,1.357338359,1.069678973,0.285630421,0.85844633,-4.613098294,1.067756375
Sash1,-0.235697058,6.532411376,-1.068187588,0.285531712,0.85844633,-4.756431618,-1.06797517
LOC113190636,0.250520849,2.284905375,1.067785045,0.285719588,0.858563531,-4.730672582,1.067558775
Bfsp2,-0.329206272,-0.617110905,-1.068555563,0.285905023,0.858677879,-4.621224781,-1.067147971
Cacng7,-0.097654057,4.969229258,-1.067165099,0.285908432,0.858677879,-5.023269014,-1.06714042
Gldc,0.336726567,4.816075494,1.06713499,0.286001059,0.858677879,-4.756571495,1.066935287
Ints7,0.194524085,4.374593233,1.066840206,0.28610888,0.858677879,-4.788049717,1.066696562
Pin1,0.118430085,6.61702517,1.066818907,0.28605988,0.858677879,-5.129721272,1.066805045
Srd5a1,-0.178357623,3.546868614,-1.066872485,0.286063646,0.858677879,-4.852145238,-1.066796708
Ssna1,0.105336626,5.34597707,1.066836425,0.286054215,0.858677879,-5.071742269,1.066817587
Slc22a8,0.428952322,3.217600195,1.066524164,0.286437875,0.859514527,-4.668404245,1.065968515
Rpp14,-0.167537391,3.325240961,-1.065667517,0.286614072,0.859741737,-4.832385078,-1.065578833
Svip,-0.171976327,4.919153624,-1.065917962,0.286572248,0.859741737,-4.738785947,-1.065671318
LOC113179474,-0.221147687,4.31263865,-1.065260993,0.286775889,0.860076374,-4.945597827,-1.065221096
LOC113192554,-0.24538082,-0.145886202,-1.065625063,0.28714894,0.860139999,-4.626576542,-1.064396894
LOC113192628,0.325230392,4.773163187,1.064573184,0.287083031,0.860139999,-4.992106409,1.064542459
Mbtps1,0.103185914,8.116874053,1.064694466,0.287022811,0.860139999,-5.075659225,1.064675477
Prob1,0.224780935,2.975812764,1.064560252,0.287144251,0.860139999,-4.770343357,1.064407251
Pxmp4,-0.188336681,3.339975682,-1.064808643,0.28700478,0.860139999,-4.826296835,-1.064715309
Pxylp1,0.210752474,4.320042689,1.065027448,0.28696273,0.860139999,-4.746048613,1.064808208
Tspan15,0.414429012,3.225348158,1.065891877,0.287043844,0.860139999,-4.629897831,1.064629016
Inppl1,0.315422363,6.375777108,1.064120339,0.287303274,0.860451685,-4.898223809,1.064056127
LOC113199902,0.404437668,-0.077877743,1.067261428,0.287467913,0.860794119,-4.600256735,1.063692744
LOC113176801,-0.107349831,6.296042589,-1.063475859,0.287572133,0.860922055,-5.140365528,-1.063462785
Plekhm2,0.103118856,6.961590236,1.063277844,0.287661562,0.860922055,-5.151767981,1.063265509
Tram1l1,0.205419843,3.428392896,1.063452379,0.287628328,0.860922055,-4.805842498,1.063338816
Akr1b10,0.557142834,2.071448061,1.063070193,0.287878892,0.861082579,-4.715099243,1.062786259
Hacd2,-0.153992534,6.459155251,-1.062750142,0.287908989,0.861082579,-5.00678885,-1.062719909
LOC113184207,-0.132541337,3.23544962,-1.062699925,0.287966786,0.861082579,-4.810096211,-1.062592509
Mylpf,0.529910861,0.73820205,1.073703221,0.28787829,0.861082579,-4.590774324,1.062787586
Vac14,0.129816275,5.274368225,1.062748981,0.28791793,0.861082579,-4.930211725,1.0627002
LOC113186853,0.301368185,0.178348778,1.062919399,0.288296752,0.86176809,-4.63395803,1.061865494
Slc38a10,0.075626044,7.959689995,1.061902899,0.288286231,0.86176809,-5.125261932,1.061888666
Eef1aknmt,-0.115762233,4.828807119,-1.059766662,0.289293613,0.861970379,-4.843184396,-1.059672511
Elp3,0.094273226,6.059944738,1.061569485,0.288439142,0.861970379,-5.091367879,1.061551939
Ipo7,-0.135104911,7.244410455,-1.059976428,0.289226445,0.861970379,-4.79231792,-1.059820112
Itih5,0.442344417,3.406304231,1.061641082,0.289163958,0.861970379,-4.620346747,1.059957448
LOC113179745,-0.179824025,3.139384748,-1.061069595,0.288709184,0.861970379,-4.805949607,-1.060957571
Lxn,0.198580904,4.981872751,1.061164606,0.288634376,0.861970379,-4.947601699,1.061122188
Maml3,0.280028751,5.130537586,1.059955061,0.289313499,0.861970379,-4.71862538,1.059628816
Mitd1,-0.147685934,3.913337311,-1.060405829,0.289034039,0.861970379,-4.774108353,-1.060243053
Mvp,0.49471887,2.909597632,1.061844929,0.288599442,0.861970379,-4.662673938,1.061199069
Nlk,-0.091738331,6.603540616,-1.060576435,0.28888809,0.861970379,-5.151639281,-1.060564001
Prdm12,0.464726334,2.522314448,1.060361994,0.289269283,0.861970379,-4.661358313,1.059725974
Rbm11,-0.385149985,1.287108931,-1.061304802,0.289038572,0.861970379,-4.633511604,-1.060233086
Slc30a2,-0.593120103,-0.355710227,-1.061925263,0.289124766,0.861970379,-4.61458339,-1.060043596
Srsf5,-0.178496693,8.568325859,-1.061454117,0.288591311,0.861970379,-4.746804449,-1.061216965
Tmem109,0.297730316,5.836115693,1.06078865,0.288813429,0.861970379,-4.906653765,1.060728224
Trub2,0.09569963,5.086543884,1.061380864,0.288536299,0.861970379,-4.947471828,1.061338051
Ube2r2,-0.111807321,7.052100346,-1.060489355,0.288934189,0.861970379,-5.027606755,-1.060462615
Upk3bl2,0.911650047,0.657820676,1.072062376,0.289321443,0.861970379,-4.590895615,1.05961136
Zpbp,-0.350973059,1.640802609,-1.06087127,0.2889062,0.861970379,-4.696897914,-1.06052417
Vcpkmt,-0.100179535,3.056893412,-1.059310882,0.28951103,0.862385075,-4.802792675,-1.059194894
Emc3,0.077378953,5.996840241,1.059024307,0.289595324,0.862486038,-5.123379251,1.059009785
Casp7,-0.23881586,2.921394124,-1.057373824,0.29058451,0.862522037,-4.673834135,-1.056840231
Cskmt,0.177810049,2.729714093,1.058074229,0.290248111,0.862522037,-4.677958016,1.057577486
Cthrc1,0.461120564,3.179338423,1.064022568,0.289837372,0.862522037,-4.595783008,1.058478447
Dner,0.151738047,8.274563149,1.058152597,0.290019773,0.862522037,-4.879569787,1.058078243
Glra3,-0.477095801,2.190211745,-1.058112414,0.290187791,0.862522037,-4.690096925,-1.057709745
Kcnj3,-0.1592253,5.300643598,-1.057350793,0.2904102,0.862522037,-4.810461211,-1.057222178
LOC113195887,-0.169719527,5.183025682,-1.057213112,0.290460951,0.862522037,-4.838316164,-1.057110957
LOC113199876,0.982584497,-0.589110779,1.0777983,0.290123055,0.862522037,-4.590461295,1.057851707
Lynx1,0.422180378,4.3053984,1.057809951,0.290252125,0.862522037,-4.739706471,1.057568686
Magef1,0.22367222,4.283732189,1.05698416,0.290537636,0.862522037,-4.946733198,1.056942925
Otos,0.368797073,0.484366442,1.059473113,0.289821737,0.862522037,-4.639159789,1.058512758
Pogz,-0.213264175,6.505233891,-1.059655,0.28973263,0.862522037,-4.648382793,-1.058708337
Prkag1,0.215799687,6.6177544,1.058770506,0.290053163,0.862522037,-4.660455218,1.058005
Prmt7,0.116526724,6.462789772,1.056567417,0.290750442,0.862522037,-4.857613571,1.056476785
Rps9,0.194798711,8.500174896,1.056692291,0.290717036,0.862522037,-4.801252185,1.056549943
Slc14a2,0.890835041,0.694280912,1.05797733,0.290421433,0.862522037,-4.652961783,1.057197561
Slc9b2,0.444512863,3.274978421,1.057316794,0.290417893,0.862522037,-4.810738392,1.057205318
Stk35,-0.169889344,5.772439365,-1.056923277,0.290553665,0.862522037,-5.112017747,-1.056907807
Suclg2,0.218743162,5.982806413,1.058834129,0.289682166,0.862522037,-5.117833319,1.058819116
Tbca,0.138206324,7.145882712,1.056481614,0.290753866,0.862522037,-5.155444385,1.056469286
Ubxn7,-0.253489701,5.410123157,-1.059236994,0.289875509,0.862522037,-4.653366688,-1.058394757
Zkscan5,-0.171211673,4.655040381,-1.058224785,0.290020025,0.862522037,-4.792057244,-1.05807769
Znf540,-0.212534475,8.53991695,-1.056657403,0.290817049,0.862522037,-4.720807504,-1.056330933
Znf584,-0.15990821,2.923020736,-1.056528352,0.290788298,0.862522037,-4.787200014,-1.056393885
Tiprl,-0.151450428,6.555115464,-1.056222566,0.290882882,0.862567797,-4.985512032,-1.056186797
Mvk,0.136944572,5.522878923,1.055822135,0.291072202,0.862934253,-4.933514653,1.055772418
Pip4p1,0.097227615,6.170321964,1.055732763,0.291107313,0.862934253,-4.979215909,1.05569559
Oxsm,0.154897824,2.977941974,1.055690257,0.291168794,0.862967021,-4.792837784,1.055561071
Pkib,-0.242199138,3.426024096,-1.055227611,0.291406888,0.863523128,-4.76011514,-1.055040314
