,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std
Osbpl3,-0.90466571,3.16997222,-3.0604523,0.002219954,0.137599619,-2.696488074,-3.05911028
Igfbp4,1.026456759,5.389727751,3.066654867,0.002251618,0.13860411,-3.640643106,3.054865035
Znf513,0.190249265,5.604541773,3.052511461,0.002271154,0.139305559,-2.462044919,3.05227311
Trpt1,0.582468956,4.526594526,3.051478704,0.002281167,0.139420044,-2.534962758,3.050952436
Col1a2,0.757260964,6.267561651,3.049119955,0.002299812,0.139827513,-2.772059292,3.048507522
LOC113198286,1.90000235,2.168566673,3.054479515,0.002304176,0.139827513,-3.11942088,3.047937861
Kmt5a,-0.354918946,3.745271401,-3.043159307,0.002347822,0.141972719,-2.634468592,-3.042294317
Abl2,-0.384807497,5.104709645,-3.041518086,0.002356217,0.141978655,-2.494126211,-3.0412199
Hsdl2,0.431780174,5.673603689,3.037446982,0.002387797,0.143376732,-2.484876276,3.03720918
Stra6,0.665199897,2.8367338,3.037930657,0.002401156,0.14367478,-2.876487304,3.035527123
Emc10,0.298190991,8.059903069,3.025765057,0.002481651,0.144450643,-2.49557468,3.025569853
Git2,-0.414674761,5.533178234,-3.028009213,0.00246363,0.144450643,-2.500082321,-3.02777309
Gpr6,-0.70618418,3.484121611,-3.028332939,0.002472357,0.144450643,-2.867875709,-3.026704244
Lap3,-0.415128374,6.940323075,-3.026109451,0.002478616,0.144450643,-2.491458994,-3.025939847
Lyar,-0.354484742,4.868103197,-3.03237613,0.002429075,0.144450643,-2.518157853,-3.032039438
Rasa2,-0.339012881,5.159122681,-3.030118285,0.00244691,0.144450643,-2.509020202,-3.029830512
Scgn,1.108018439,5.931878201,3.028505801,0.00245963,0.144450643,-2.498131162,3.028264102
Them6,0.496834066,4.699238715,3.032117543,0.002431915,0.144450643,-2.540511667,3.03168667
Lrch3,-0.313503254,5.554476167,-3.022904059,0.002505541,0.144782082,-2.507231619,-3.022671445
Prrc2c,-0.309737287,8.49550628,-3.022026964,0.002512726,0.144782082,-2.505996436,-3.021804721
Tmem71,1.381648964,0.765781542,3.037097179,0.00250414,0.144782082,-3.440474058,3.022840699
Acer2,-0.453907967,3.351977214,-3.011504228,0.002610284,0.145031783,-2.75521241,-3.010255053
Bclaf3,-0.248259315,5.411129725,-3.0188526,0.002539403,0.145031783,-2.51647148,-3.018606328
Dynlrb2,0.308098107,3.8296249,3.011880322,0.002604495,0.145031783,-2.695347814,3.010929336
LOC113175627,-0.536239291,1.969562899,-3.024307161,0.002531167,0.145031783,-3.143837683,-3.019590492
LOC113182575,-0.703322394,0.477248498,-3.021877768,0.00260052,0.145031783,-3.38756425,-3.011393046
LOC113182947,0.50210056,0.546826724,3.023209737,0.002591723,0.145031783,-3.387662645,3.012421665
LOC113193907,-0.314662991,5.170951162,-3.013512508,0.002584874,0.145031783,-2.534511533,-3.013224779
Phc3,-0.410622231,4.376519859,-3.014332671,0.002579905,0.145031783,-2.594564092,-3.013808582
Rnaseh2c,0.445975599,3.933794899,3.019018997,0.002542631,0.145031783,-2.649553735,3.018221408
Slc4a7,-0.521706533,4.835025922,-3.011997865,0.002598253,0.145031783,-2.549805616,-3.01165786
Tapbp,0.426334855,5.455590992,3.012599651,0.00259245,0.145031783,-2.528757183,3.012336544
Nlrp1,0.518340207,1.56913439,3.013018309,0.002632469,0.145791098,-3.159509692,3.00768373
Cavin2,0.726772395,3.530319505,3.009846128,0.002684107,0.146751188,-3.501026588,3.001774761
LOC113194229,-1.678440856,-0.256359715,-3.03067412,0.002675228,0.146751188,-3.780020396,-3.002783393
Stx11,1.033470568,2.08267625,3.008211745,0.002668022,0.146751188,-3.100662845,3.003604198
Tspan6,0.656139961,4.995103613,3.00255611,0.002680473,0.146751188,-2.56801149,3.002187228
Znf546,-0.502036643,4.520868242,-3.000719435,0.00269746,0.146983367,-2.596688642,-3.000263689
Tnks,-0.319067584,7.136380964,-2.992541521,0.002768145,0.149909044,-2.543654472,-2.992376705
Cep57,-0.258289861,5.680378992,-2.990945603,0.002786011,0.15040067,-2.79039068,-2.99041228
Hnrnpu,-0.179857627,9.023974477,-2.98492454,0.002838762,0.152766447,-2.568250649,-2.984678867
LOC113178573,0.799717207,1.573108485,2.988245475,0.002859885,0.15342074,-3.210751684,2.982410211
LOC113190382,0.489780273,4.577034664,2.980816544,0.002879239,0.153976302,-2.627564607,2.980345011
Myef2,-0.223420185,5.957368087,-2.979192191,0.002891867,0.154169865,-2.567080401,-2.97900428
Bcam,0.277922738,6.573104675,2.97424194,0.002939088,0.154476229,-2.619527806,2.974037884
Cpsf6,-0.270943261,7.172177294,-2.973818069,0.002942748,0.154476229,-2.572747751,-2.973655952
Ppp4r1,-0.484106407,6.328679658,-2.974000985,0.002941021,0.154476229,-2.572705697,-2.973836083
Ush1c,1.323477753,3.337866376,2.978852287,0.002912501,0.154476229,-2.882473402,2.976825071
Znhit2,0.480624232,3.234293499,2.975617642,0.002937921,0.154476229,-2.835066412,2.974159772
Nop14,-0.159962587,6.539703939,-2.972221759,0.002958097,0.154807082,-2.575300005,-2.972059127
C1qc,0.366489234,4.441355207,2.970326517,0.002979894,0.155470732,-2.656793405,2.96980445
Unc93b1,0.415363972,3.917442337,2.969688804,0.002988948,0.155470732,-2.725523275,2.968872259
LOC113181678,-0.658352122,0.31565582,-2.981146132,0.003046449,0.157981478,-3.662362917,-2.963011755
LOC113177191,-0.38057445,4.932395448,-2.962049865,0.003059128,0.158159693,-2.619996968,-2.96173313
Gata2,1.802911505,5.473744514,2.957664481,0.003103939,0.159993089,-2.635041503,2.957252438
P2ry6,1.576111233,0.123257683,2.977554998,0.003141705,0.161453436,-3.664618813,2.953521739
Znf891,-0.486743048,2.826909317,-2.952731526,0.003167859,0.162310113,-2.917553293,-2.95096195
Psmb9,1.004186012,2.813493604,2.951876518,0.003184378,0.162669448,-2.991800266,2.949355132
Zc3h14,-0.237336709,6.706983879,-2.947237582,0.003207896,0.163383117,-2.613987983,-2.947080561
Esam,0.509837945,3.956166009,2.945244093,0.003235459,0.163839929,-2.756125067,2.944434058
LOC113184892,-0.557259981,0.414576263,-2.9553513,0.003236013,0.163839929,-3.475543766,-2.94438103
Fgf18,-1.14117026,2.741847956,-2.941889243,0.003293065,0.166236618,-3.132856519,-2.938968581
Papln,-0.831181339,4.774003876,-2.938153519,0.00330657,0.166427465,-2.756238859,-2.9376998
LOC113195969,1.146042155,1.238421717,2.944905686,0.003321378,0.166682515,-3.36890896,2.936314148
Cd82,0.531641271,4.955257433,2.935842573,0.003332798,0.166766563,-2.817783645,2.935249344
Ints10,-0.225324921,5.207892177,-2.933817725,0.003350919,0.166954271,-2.648146849,-2.933566455
LOC113198740,1.376381298,1.135087945,2.941172245,0.003356061,0.166954271,-3.346153353,2.933090468
Slc52a2,0.365656826,5.402447201,2.932161882,0.003372199,0.167270838,-2.859493909,2.931600823
Bola2b,0.352572842,4.90905889,2.929964873,0.003393574,0.167482187,-2.6696335,2.929637708
C1qb,0.591980824,4.570548096,2.938990544,0.003412011,0.167482187,-3.707841895,2.92795349
Lsm7,0.39648036,5.289981936,2.928989922,0.003403435,0.167482187,-2.655160156,2.928735887
Pqlc1,0.240572112,6.116891807,2.928044753,0.003415607,0.167482187,-2.844234038,2.927625936
Zfp3,-0.317180963,3.545943339,-2.925645273,0.003452087,0.168787343,-2.933869342,-2.924320845
LOC113179889,-0.515078726,6.044484932,-2.921929536,0.003480567,0.168947934,-2.653861938,-2.921762609
Ltbp2,-1.042708426,3.294931568,-2.923387606,0.00347307,0.168947934,-2.810682217,-2.922434213
Znf385a,0.408688155,5.790622277,2.921579348,0.003484989,0.168947934,-2.659194909,2.921367102
Jade3,-0.49486217,3.7546658,-2.921854602,0.003514489,0.169896735,-3.277335855,-2.918740315
Mpp3,-0.666667887,5.155878319,-2.91798195,0.003525659,0.169956638,-2.668282984,-2.91775086
Gusb,0.329905618,4.855717701,2.914803283,0.003565431,0.171391059,-2.823992054,2.914251029
Arhgap4,0.339193373,4.217158337,2.90648135,0.003662075,0.171425647,-2.766497919,2.905892257
Arsa,0.264008518,5.689905357,2.90489289,0.003676171,0.171425647,-2.683626109,2.904689881
Bclaf1,-0.204831886,8.042265733,-2.909630806,0.003620619,0.171425647,-2.673610563,-2.909452906
Coq10a,0.384618246,5.340711566,2.907429996,0.003648496,0.171425647,-2.78275141,2.907054479
Edn3,1.18785795,2.64177286,2.908190298,0.003673419,0.171425647,-3.1104977,2.904924297
LOC113187473,1.528867796,5.271488462,2.909100448,0.003629103,0.171425647,-2.703433204,2.908721219
LOC113196140,-0.447353213,2.930084003,-2.913245775,0.003596091,0.171425647,-2.955899658,-2.911577136
Mertk,-0.319709042,3.969606062,-2.905644671,0.003672041,0.171425647,-2.773014163,-2.905041744
Ppdpf,0.227077751,6.128626789,2.906138408,0.003661182,0.171425647,-2.678388852,2.905968622
Trim9,-0.343940851,6.547473071,-2.906257857,0.003659594,0.171425647,-2.67761604,-2.906104373
Vax2,1.293130645,0.565133663,2.916692793,0.00367634,0.171425647,-3.499986097,2.904675499
LOC113196774,-0.775664166,0.252493325,-2.91386986,0.003699776,0.172049649,-3.512520166,-2.902685797
Ech1,0.341052185,5.99825397,2.901077425,0.003720961,0.172099463,-2.686950474,2.900897075
Znf250,-0.281012938,4.174308466,-2.901813652,0.003716475,0.172099463,-2.763765631,-2.901275037
Gtpbp10,0.333778732,3.567012369,2.900278454,0.003739989,0.172513296,-2.856790772,2.899298285
Chchd1,0.346874992,4.896336122,2.896805305,0.003773816,0.173140256,-2.720377789,2.896474248
Shisa7,-0.51874711,5.210636418,-2.897322965,0.003767489,0.173140256,-2.767994011,-2.897000701
LOC113197824,0.299427588,5.035634284,2.893692631,0.003811036,0.174380353,-2.718276368,2.893393459
Pkd1,-0.309715109,8.420439694,-2.891734767,0.003833598,0.174944989,-2.702925074,-2.891539132
Acsl5,0.778677018,2.925423838,2.889196687,0.003890093,0.176307977,-3.069241091,2.886939306
Tpm4,-0.192128182,6.707183643,-2.888341347,0.003874612,0.176307977,-2.705407096,-2.88819369
Trim61,1.068906273,-0.954796423,2.911923849,0.003894374,0.176307977,-3.74669265,2.886593223
Crip1,0.859287984,4.898555649,2.884714061,0.003922354,0.176790644,-2.743602986,2.884339668
LOC113196785,0.376758362,3.485745439,2.885054727,0.003925697,0.176790644,-2.878405679,2.884071465
Acot8,0.341256842,3.779160527,2.883133608,0.003947721,0.1773159,-2.850703253,2.882309193
Znf251,-0.232578091,5.708650703,-2.879183755,0.003989424,0.178719935,-2.721414313,-2.878996776
Ube2h,-0.243537385,5.613101146,-2.875877826,0.004031591,0.180137367,-2.727774825,-2.875679322
Bloc1s1,0.308175867,5.227052797,2.87209168,0.004080907,0.181866033,-2.741485399,2.871839113
B9d2,0.438154252,2.74221299,2.870949887,0.004118459,0.182791185,-3.051096095,2.868943072
Tcirg1,0.566689949,3.146157616,2.87192378,0.004123029,0.182791185,-3.277378802,2.868592275
LOC113188009,-0.548159364,0.390420734,-2.875528341,0.004157422,0.182894528,-3.50130304,-2.865963444
Nrarp,0.828034481,3.66458823,2.867856465,0.004148239,0.182894528,-2.928577859,2.866663425
Ovca2,0.247934645,4.282401794,2.867604825,0.004142604,0.182894528,-2.805677836,2.867093679
LOC113187472,1.528349831,5.123195707,2.865287103,0.004171747,0.183054103,-2.774479819,2.864874407
Pus7,-0.392828109,3.920343664,-2.863736567,0.00419536,0.183619432,-2.843355663,-2.8630865
LOC113195053,-0.704017735,-0.743151152,-2.877723265,0.004244992,0.185317734,-3.698322588,-2.859358149
Ddx39b,-0.207078521,7.607941739,-2.85838439,0.00426057,0.185524521,-2.7882122,-2.85819609
Mtnr1a,1.30380582,2.680018347,2.858711572,0.004294462,0.186525701,-3.145748706,2.855681134
Btbd9,-0.218381472,6.65208894,-2.848766023,0.004390892,0.188596694,-2.76670701,-2.848622694
LOC113178530,0.508535929,2.327579502,2.851788598,0.004385683,0.188596694,-3.157904302,2.849000361
LOC113179760,-0.493888344,3.249444912,-2.851429393,0.004367392,0.188596694,-2.947596803,-2.850329804
LOC113192680,-0.374024301,3.044923547,-2.84968387,0.004397247,0.188596694,-3.028630879,-2.848162499
Slc16a6,-0.508955259,2.77903433,-2.852916511,0.00437349,0.188596694,-3.256663572,-2.849885996
Hes1,0.586401609,4.253041657,2.844906006,0.004450547,0.189147635,-2.850044353,2.844326115
LOC113186780,0.228864674,8.652699502,2.844700461,0.004448257,0.189147635,-2.793424554,2.844490062
Pnp,-0.33642313,6.725997869,-2.845890691,0.00443071,0.189147635,-2.771238765,-2.845749013
Rasa1,-0.223640522,6.679785414,-2.84419942,0.004454304,0.189147635,-2.773814384,-2.844057308
Frs2,-0.322875429,5.712449388,-2.842520891,0.004478361,0.189698488,-2.776921942,-2.842340676
Heca,-0.264167801,5.056611063,-2.840748345,0.004504477,0.190333613,-2.791123526,-2.840486574
Fzd6,0.500204706,3.518590168,2.839402331,0.004534285,0.19071822,-2.945443029,2.838382212
Ndufa1,0.404175917,5.324393423,2.838496047,0.004535868,0.19071822,-2.787682225,2.838270789
Elmod3,0.518291484,6.338950724,2.832061516,0.004636785,0.192129064,-3.137881514,2.831240437
Gpatch8,-0.310469372,6.620078037,-2.83374712,0.004602612,0.192129064,-2.789923641,-2.833605436
Grm6,1.730377417,2.845665516,2.835958369,0.004611359,0.192129064,-3.150495049,2.832998557
Irs2,-0.579664632,6.591599604,-2.831818287,0.004630467,0.192129064,-2.792877604,-2.8316765
Tceanc2,0.254471289,6.308786734,2.8322181,0.00462481,0.192129064,-2.791878297,2.832067366
Znf445,-0.24725562,6.455112865,-2.832743446,0.004617129,0.192129064,-2.791290163,-2.832598871
Parvg,0.512099069,1.421933839,2.835518723,0.004653741,0.192365855,-3.363455437,2.830072848
Hr,0.709454903,5.405115101,2.825994576,0.004720663,0.194661947,-2.961864706,2.825501742
Ctsc,0.788881995,1.531926113,2.819719214,0.004885326,0.199833108,-3.360414027,2.814499447
Msi2,-0.449236983,7.450947043,-2.816202323,0.004861725,0.199833108,-2.81661205,-2.816055623
Pcp4l1,0.740938668,5.513618731,2.814547986,0.004893905,0.199833108,-3.046664805,2.813935499
Tor4a,0.655674635,3.50249654,2.814395404,0.004904453,0.199833108,-3.000120537,2.813243278
Tprg1,-0.80097425,-0.539285532,-2.829635394,0.004897815,0.199833108,-3.695611365,-2.81367875
LOC113194358,-0.181833209,7.321843318,-2.809922077,0.004957516,0.201515363,-2.826610681,-2.809781409
LOC113182718,0.795251374,2.647486179,2.806368434,0.005045999,0.204254261,-3.15642219,2.804082506
S100a6,1.098982301,5.459219371,2.804492402,0.005060703,0.204254261,-3.235919533,2.803144258
Sdhaf4,0.497011854,3.389281376,2.804714612,0.005053708,0.204254261,-3.011073151,2.803590277
Ubl5,0.25100603,6.777543272,2.802315611,0.005075859,0.204383942,-2.838717961,2.802179709
Foxl2,2.027055228,2.925341589,2.80294389,0.005117306,0.20556914,-3.206966827,2.799555254
Ctsh,0.485824206,5.937208049,2.798568468,0.00514511,0.205667568,-3.145812553,2.797805412
Lamtor1,0.210790573,5.931927123,2.794542168,0.005199957,0.205667568,-2.849285557,2.794378564
LOC113179762,-0.545136181,2.037934503,-2.797786481,0.00519145,0.205667568,-3.236537797,-2.794907945
Mnt,-0.44581747,4.769373233,-2.795237113,0.005191147,0.205667568,-2.868164757,-2.794926768
Nyap2,-0.613307136,3.811191756,-2.797465331,0.005161237,0.205667568,-2.939771833,-2.796794346
Pawr,-0.701584159,2.497615514,-2.800633402,0.00513243,0.205667568,-3.144782732,-2.798602349
Trim27,-0.241331229,6.693022976,-2.794269274,0.005203883,0.205667568,-2.851145652,-2.794134472
Ano1,1.084294352,2.701245366,2.795190689,0.005227659,0.205759381,-3.182637836,2.792660107
Esr2,-0.873977014,2.160676981,-2.795025417,0.005230254,0.205759381,-3.20262287,-2.792499573
Kif22,0.460284744,3.417106256,2.795668804,0.00525009,0.206066051,-3.49121589,2.791274633
Diaph1,-0.237244091,6.470471421,-2.789254884,0.005285184,0.206696514,-2.858542276,-2.789117786
Rab40c,-0.284326685,5.33141483,-2.789006351,0.00529031,0.206696514,-2.860040876,-2.788803829
LOC113193185,-0.287158404,5.491501822,-2.785549684,0.005356013,0.208312385,-3.143250095,-2.784803749
Tmem205,0.574600444,5.3322527,2.786096738,0.005351114,0.208312385,-3.193099511,2.785100475
Mark1,-0.232355003,6.129852731,-2.784150573,0.005369255,0.208353883,-2.865460891,-2.784002919
Ddx58,-0.367682378,3.439659814,-2.783321339,0.005394673,0.208648008,-2.996352752,-2.782470761
Lmo2,0.835268878,4.434423618,2.782584863,0.005401219,0.208648008,-2.920662818,2.782077178
Cnpy2,0.226813995,6.871147801,2.780347319,0.005432296,0.208739553,-2.872741797,2.780214754
Cops9,0.297184811,5.645591343,2.78073222,0.005426821,0.208739553,-2.880181376,2.780542176
Gja5,1.554403225,-0.511078678,2.863702399,0.005440182,0.208739553,-4.22306908,2.77974366
LOC113199628,-0.372154512,5.063546121,-2.775312631,0.005520505,0.211347641,-2.945344178,-2.774980333
Rgs10,0.583176362,2.582249946,2.786490169,0.005534891,0.211425423,-3.801591134,2.774133794
Ghrl,-0.625222465,1.339116783,-2.777596295,0.005554719,0.211559802,-3.387081965,-2.772970325
Rrp8,-0.206378753,5.134101649,-2.771981939,0.005575477,0.211559802,-2.888299875,-2.771756241
Sat2,0.466711151,5.170852215,2.772749641,0.005575496,0.211559802,-3.201848991,2.771755109
Morc4,-0.379115437,2.834076812,-2.771909847,0.005598497,0.211962552,-3.11605921,-2.770414674
Brf2,0.293451782,4.630125214,2.766243994,0.005676765,0.21246009,-2.918419961,2.76589015
Cnot4,-0.279255882,5.453840216,-2.755706821,0.005859944,0.21246009,-2.909010448,-2.755517119
CUNH1orf54,1.214038709,-0.544775421,2.783825422,0.005767344,0.21246009,-3.811215752,2.760723725
Eef2k,-0.542733269,5.99414779,-2.757294764,0.005830789,0.21246009,-2.906336131,-2.757148366
Fam110b,-0.537005584,5.038305307,-2.766063441,0.005688899,0.21246009,-3.178849109,-2.765193752
Fam162b,1.51246687,2.812171173,2.757950865,0.005858583,0.21246009,-3.200273829,2.755593075
Fermt2,-0.331174504,6.095545541,-2.762800115,0.00573333,0.21246009,-2.898100987,-2.762655159
Flrt2,0.502836961,5.190157078,2.754842736,0.005882079,0.21246009,-3.083580556,2.754283512
Gtf3c6,0.193986634,5.125255583,2.756560426,0.005845464,0.21246009,-2.912113839,2.756326342
Hps6,0.382345209,2.60842244,2.76632866,0.005703029,0.21246009,-3.176231391,2.764384525
LOC113179685,-0.426161714,2.993327827,-2.761996005,0.005767064,0.21246009,-3.093579796,-2.760739592
LOC113195973,-0.611712799,2.891567726,-2.763619151,0.005739868,0.21246009,-3.101000653,-2.76228313
LOC113196923,-0.289244784,3.854392801,-2.764545603,0.005711003,0.21246009,-2.977213067,-2.763928598
LOC113201542,2.582263766,2.172592213,2.760833744,0.005877195,0.21246009,-3.411354814,2.75455535
Lrif1,-0.419973753,5.331948869,-2.756366978,0.005848225,0.21246009,-2.908404299,-2.756171937
Nat9,0.257811221,5.456793054,2.760877108,0.00576815,0.21246009,-2.90177753,2.76067807
Ncor1,-0.225556735,8.077241783,-2.759184761,0.005797313,0.21246009,-2.903105025,-2.759030482
Pm20d2,-0.587974645,2.432229264,-2.768734367,0.005660808,0.21246009,-3.173534793,-2.766807994
Spire2,-0.296972485,5.509179099,-2.768427455,0.005635856,0.21246009,-2.889292403,-2.768247952
Tesc,0.886137164,4.160751511,2.787750104,0.005790604,0.21246009,-4.056167719,2.759408831
Tex264,0.354117643,5.41688986,2.7582417,0.005831836,0.21246009,-3.271030987,2.757089622
Tmem135,0.217819791,5.101520977,2.754381278,0.005884771,0.21246009,-2.917191178,2.754133782
LOC113185966,-0.635524338,1.129943407,-2.761369417,0.005898884,0.212521253,-3.599816931,-2.753349772
Akap1,-0.234692101,6.164949017,-2.751831457,0.005928842,0.213151817,-2.915177391,-2.751691107
Lcorl,-0.232059035,5.029775684,-2.74816839,0.005997463,0.215166857,-2.926929143,-2.747920037
Ethe1,0.457012749,4.028719427,2.746650591,0.006031747,0.21594411,-2.995517313,2.746050551
Chek1,0.632170731,0.515085854,2.753440341,0.006062088,0.216126066,-3.589675015,2.744404013
Gata3,1.057917719,3.941549001,2.7452943,0.006060838,0.216126066,-3.028064899,2.744471711
LOC113197458,-0.458172291,0.84952617,-2.750190565,0.006078731,0.216268847,-3.519825888,-2.743504013
Commd4,0.378685866,6.271813562,2.740747982,0.006132553,0.21685285,-2.932209108,2.740608517
