,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std
Zkscan2,-0.022047458,4.590332229,-0.232603484,0.81607444,0.977841001,-5.128339361,-0.232596894
CUNH15orf40,0.029483673,4.070452035,0.231392122,0.81701372,0.977867939,-5.201886348,0.231387571
LOC113191179,-0.018803346,5.863606997,-0.231210962,0.81715287,0.977966086,-5.300320722,-0.231208445
Dnase2,-0.031057774,3.971726792,-0.230869938,0.817419738,0.978011884,-5.183253322,-0.230864928
LOC113184099,0.017407711,4.513300352,0.230986434,0.817327925,0.978011884,-5.257979374,0.230983108
Mtx2,0.021031218,4.971150148,0.230966355,0.817342917,0.978011884,-5.307053316,0.230963811
Rtn4,-0.026805389,9.655275348,-0.230879347,0.8174107,0.978011884,-5.284151966,-0.230876562
LOC113190212,-0.026010379,5.570344954,-0.230578222,0.817643813,0.978060465,-5.385497563,-0.230576517
Pigx,-0.026475464,4.155727887,-0.230449557,0.817746107,0.978060465,-5.19411357,-0.230444858
Pjvk,-0.048663309,1.693306106,-0.230587412,0.817663173,0.978060465,-4.895154336,-0.230551598
Sidt1,0.095435144,2.245935545,0.230516463,0.817712058,0.978060465,-4.925731399,0.230488681
Zdhhc6,0.019163585,5.222711317,0.230494299,0.817709918,0.978060465,-5.27758155,0.230491435
Kiaa0513,-0.024314297,6.002492642,-0.230276336,0.817878582,0.978082192,-5.348044722,-0.230274362
Tmcc3,-0.02035097,5.888897221,-0.230327132,0.817840649,0.978082192,-5.213396765,-0.230323181
Mios,-0.0241402,4.636541091,-0.230037381,0.818066028,0.978237995,-5.204499759,-0.230033127
Pias3,-0.029215431,5.837077152,-0.22949781,0.818483201,0.978668461,-5.408182691,-0.229496294
Abca4,0.048322776,1.011122064,0.226456317,0.820927254,0.978706232,-4.781320286,0.226352518
Adad2,-0.096729653,1.051420775,-0.22867889,0.819190798,0.978706232,-4.791891286,-0.228585882
Agpat5,-0.017982117,6.519718744,-0.228596885,0.819184654,0.978706232,-5.25870646,-0.228593787
Alox12,0.103709283,3.025772686,0.223047464,0.823505514,0.978706232,-5.08539912,0.223038537
Alox5,0.05433638,2.364744637,0.22824761,0.819469563,0.978706232,-4.966042681,0.228227269
Anks3,0.017951413,5.868134632,0.226225735,0.821027815,0.978706232,-5.296706208,0.226223216
Arhgef4,0.058657433,6.540162558,0.226291472,0.820975777,0.978706232,-5.426557942,0.226290127
Arhgef40,-0.019621394,6.371559711,-0.225752459,0.82139544,0.978706232,-5.350496866,-0.225750549
Ccdc107,0.022777269,4.306919445,0.223759294,0.822947539,0.978706232,-5.230073484,0.223755524
Cdkn2aipnl,-0.024075848,3.128430636,-0.227871853,0.819754485,0.978706232,-5.051362174,-0.227860765
Cga,0.157892816,8.485623237,0.228003168,0.819646624,0.978706232,-5.226181096,0.227999507
Copg1,-0.024534846,7.484928916,-0.225033082,0.821954479,0.978706232,-5.450761913,-0.225031873
Cyyr1,0.039916749,3.805823845,0.22419666,0.822609144,0.978706232,-5.142381144,0.224190412
Dlgap1,-0.024889348,6.198963963,-0.225401289,0.821668817,0.978706232,-5.322664478,-0.225399093
Dnttip2,-0.015627051,5.431784191,-0.225309074,0.821740507,0.978706232,-5.332321401,-0.225306933
Dsc2,0.0780985,0.367102872,0.227766177,0.819912106,0.978706232,-4.782321049,0.227658026
Dtwd1,0.03851529,2.501697563,0.223460053,0.823210091,0.978706232,-4.867123834,0.223418135
Eftud2,0.014117645,6.72057816,0.226232722,0.821021317,0.978706232,-5.462001108,0.226231571
Elk3,-0.079244979,3.927293845,-0.228084333,0.819585906,0.978706232,-5.127817912,-0.22807761
Elmo1,-0.03395761,6.315367631,-0.226713168,0.820648077,0.978706232,-5.381127302,-0.226711509
Fam89a,0.054163905,0.125267232,0.227271831,0.820288541,0.978706232,-4.793736262,0.227173876
Fchsd1,0.042433931,4.60794914,0.228441459,0.819306388,0.978706232,-5.20447638,0.22843718
Golga3,-0.023118246,7.067807262,-0.22277993,0.823707927,0.978706232,-5.40393763,-0.222778467
Gpr6,0.048885638,3.484121611,0.224566029,0.822325325,0.978706232,-5.051699603,0.224555193
Grap,0.056694924,1.935577768,0.223207202,0.823395818,0.978706232,-4.922084337,0.223179485
Gsx1,0.089466044,1.732537772,0.223600378,0.823093107,0.978706232,-4.906814081,0.223568461
Ice2,0.022393435,4.640211009,0.223822988,0.822897555,0.978706232,-5.255869943,0.223819759
Impa1,-0.019321717,5.423407731,-0.224066926,0.822706601,0.978706232,-5.373631898,-0.224065161
Ints8,0.030678031,5.167770329,0.223975881,0.822777944,0.978706232,-5.310851642,0.223973473
Itgae,0.030362348,3.714998217,0.222587068,0.823862127,0.978706232,-5.12882057,0.222580356
Kcnd2,-0.031647351,5.542869546,-0.226938475,0.820473334,0.978706232,-5.321468188,-0.226936224
Kcnk12,0.043946374,2.754638396,0.224268957,0.822560341,0.978706232,-4.998078117,0.224253134
Kdr,-0.098759126,4.530907776,-0.227070535,0.820371374,0.978706232,-5.259166885,-0.227067347
Kiaa1586,-0.023927938,4.153160251,-0.223983462,0.822773697,0.978706232,-5.196406574,-0.223978932
Lin37,0.01680391,5.00639671,0.224717076,0.822201236,0.978706232,-5.315891338,0.22471469
LOC113176331,-0.069887381,1.208461844,-0.229099903,0.818840304,0.978706232,-4.83086035,-0.229036813
LOC113177034,0.066918722,2.415008133,0.226660355,0.82071332,0.978706232,-4.898789293,0.226627612
LOC113177714,-0.066350616,-0.828432581,-0.227262791,0.820361979,0.978706232,-4.744610048,-0.22707943
LOC113178621,0.082266847,1.702088648,0.222263569,0.824147263,0.978706232,-4.854063838,0.222214043
LOC113179710,-0.103571813,-0.819692681,-0.224832487,0.822280963,0.978706232,-4.7294308,-0.224612213
LOC113182242,-0.043675345,1.235578835,-0.227793364,0.819876671,0.978706232,-4.795472676,-0.227703603
LOC113182422,-0.039320398,2.086493382,-0.224529377,0.822379154,0.978706232,-4.865195488,-0.224486007
LOC113182554,-0.034422701,4.375926032,-0.222725978,0.823752438,0.978706232,-5.186583201,-0.22272128
LOC113185800,0.055035264,-0.245958874,0.225133957,0.822016593,0.978706232,-4.741365875,0.22495203
LOC113187965,0.03551319,4.259095371,0.223516057,0.823139073,0.978706232,-5.122468184,0.223509393
LOC113195898,0.063365293,1.867226189,0.226948302,0.82048789,0.978706232,-4.912674066,0.226917505
LOC113196295,-0.017392479,6.018076654,-0.227887774,0.819734743,0.978706232,-5.390153763,-0.227886159
LOC113197294,0.064712285,2.285358783,0.224958408,0.822034243,0.978706232,-4.915256792,0.224929342
LOC113197935,0.036105807,5.260093272,0.223205799,0.823377427,0.978706232,-5.284234983,0.223203115
LOC113198797,-0.04035371,1.696405061,-0.222368678,0.824073755,0.978706232,-4.830403274,-0.222308475
LOC113199935,-0.095111889,1.332489727,-0.22649659,0.820845622,0.978706232,-4.882648938,-0.226457486
LOC113200509,-0.019061699,7.095717101,-0.222178387,0.824176679,0.978706232,-5.324755662,-0.222176253
Loxhd1,-0.099547631,-0.882794721,-0.222709026,0.82393758,0.978706232,-4.728100947,-0.222483418
Loxl1,0.073342529,4.151528635,0.222250172,0.824122585,0.978706232,-5.198792479,0.222245745
Lrba,-0.068166965,6.530284792,-0.228350894,0.819374384,0.978706232,-5.456756822,-0.228349707
Manba,-0.05448863,3.69189589,-0.228372824,0.819361271,0.978706232,-5.143565164,-0.228366577
Melk,0.049344709,0.351773073,0.228957455,0.818995259,0.978706232,-4.773643164,0.228837449
Mphosph8,0.017155159,7.065424217,0.222177722,0.824176559,0.978706232,-5.427030592,0.222176407
Mrps11,0.016006202,5.169325833,0.226426664,0.820871493,0.978706232,-5.307382578,0.226424218
Nalcn,-0.028271405,7.671266988,-0.224791949,0.822143039,0.978706232,-5.299804947,-0.224789495
Nfs1,0.016414023,5.880260694,0.224092883,0.822686116,0.978706232,-5.421308516,0.224091487
Ngly1,0.018476272,6.2848384,0.223592754,0.823076536,0.978706232,-5.261085682,0.223589755
Nqo1,-0.072138546,3.164375311,-0.222692554,0.823781052,0.978706232,-5.098637884,-0.222684517
Nr2f1,0.038088284,5.127571579,0.224391652,0.822455108,0.978706232,-5.249084433,0.224388385
Nr2f6,0.032570829,5.743900566,0.227217072,0.820256132,0.978706232,-5.407383692,0.227215556
Nudt13,-0.036350586,1.958722331,-0.228739067,0.819094225,0.978706232,-4.920001474,-0.228710124
Opa3,-0.023134897,5.432935461,-0.223419577,0.82321029,0.978706232,-5.38094161,-0.223417879
Opn3,0.022802334,4.911692869,0.224836833,0.822108334,0.978706232,-5.290549811,0.224834105
Pbx3,0.021150888,5.612972763,0.227741106,0.819848821,0.978706232,-5.386769105,0.227739425
Pcsk7,0.040288603,5.163821256,0.227950334,0.819687051,0.978706232,-5.280638045,0.227947506
Phf7,-0.029529023,3.787773885,-0.22622516,0.821032827,0.978706232,-5.088655812,-0.226216771
Plbd1,0.066836624,1.796356426,0.228597713,0.819206282,0.978706232,-4.910036621,0.228565963
Pomt2,0.017198045,4.643476255,0.226538151,0.820785321,0.978706232,-5.266287237,0.226535025
Ppp2ca,0.022737382,7.971384687,0.226481131,0.820828711,0.978706232,-5.353199094,0.226479231
Prim2,-0.038393344,2.060797693,-0.222654514,0.823823085,0.978706232,-4.940408504,-0.222630515
Prr18,-0.059604176,1.972608334,-0.223178606,0.823435703,0.978706232,-4.848983123,-0.223128237
Rhobtb1,-0.04162131,1.934505338,-0.223961745,0.822809324,0.978706232,-4.918194694,-0.223933146
Rnf165,-0.038143327,2.993218144,-0.222290121,0.82409836,0.978706232,-5.021028035,-0.222276866
Scrn1,0.025998253,8.276425377,0.222296636,0.824085302,0.978706232,-5.260229765,0.222293641
Sema4f,-0.026886974,5.450551006,-0.225838744,0.821329097,0.978706232,-5.269426929,-0.225835845
Sfxn1,0.035732181,7.239163616,0.225695197,0.821439769,0.978706232,-5.382219717,0.225693558
Sh3rf2,-0.12769256,0.536432939,-0.228750229,0.819134945,0.978706232,-4.795952476,-0.228657738
Slc25a35,-0.058302601,1.937343872,-0.228461165,0.819317519,0.978706232,-4.882112267,-0.22842286
Slc43a2,-0.021470266,6.65759886,-0.225034867,0.821953048,0.978706232,-5.460377813,-0.225033712
Smim13,0.047043183,2.931862989,0.227279908,0.820220777,0.978706232,-4.969219644,0.227261026
Spata21,0.093157323,0.043109308,0.22509001,0.821990479,0.978706232,-4.788142539,0.224985598
Sppl2a,-0.024318982,4.944511434,-0.222974268,0.823558088,0.978706232,-5.247287052,-0.222970986
Tmem129,0.02281622,5.533873911,0.222778823,0.823710111,0.978706232,-5.251193982,0.222775662
Tprkb,0.024841388,4.289263301,0.225595362,0.821519165,0.978706232,-5.226489709,0.225591484
Tspan31,0.019025222,5.837900669,0.225926296,0.821260616,0.978706232,-5.305676193,0.225923891
Ttc29,0.067455637,1.088849704,0.22639456,0.820954874,0.978706232,-4.809723326,0.226317004
Ttf2,-0.062997671,3.139492343,-0.222648641,0.823816964,0.978706232,-5.059851637,-0.222638379
Usp28,0.030432963,4.759288786,0.223967657,0.822784648,0.978706232,-5.285423937,0.223964858
Wdr37,-0.018467351,6.08684298,-0.224558908,0.822325202,0.978706232,-5.227203501,-0.224555351
Zfp62,-0.02794017,4.832627429,-0.227282029,0.820206524,0.978706232,-5.295534464,-0.227279357
Znf276,-0.031164497,4.992541453,-0.225052426,0.821940715,0.978706232,-5.276497394,-0.225049566
Znf277,-0.02487545,4.713249716,-0.225436135,0.821642218,0.978706232,-5.282217929,-0.225433288
Znf469,-0.042230857,1.876441726,-0.228650336,0.819197919,0.978706232,-4.806548809,-0.228576722
Znf575,-0.05034413,3.023924318,-0.226989357,0.820441725,0.978706232,-5.032440007,-0.226976874
Cavin2,-0.03394494,3.530319505,-0.221607429,0.824627608,0.97873968,-5.05104413,-0.221597013
Cep78,0.030534055,3.67499482,0.220909216,0.825171044,0.97873968,-5.055822574,0.220899042
Cish,-0.120353413,2.995518636,-0.221949861,0.824359062,0.97873968,-5.100211269,-0.221941965
Diaph3,-0.031277851,3.183905959,-0.220996264,0.825113451,0.97873968,-4.935371826,-0.220973007
Dync1li1,0.018507963,6.454027363,0.221239948,0.82490655,0.97873968,-5.446151511,0.221238735
Gmeb2,-0.030110123,5.062411731,-0.220181919,0.825731502,0.97873968,-5.291477312,-0.22017932
LOC113178096,0.028565877,3.83568263,0.221951706,0.824356034,0.97873968,-5.15146838,0.221945854
LOC113184353,0.021650997,4.61115687,0.220162165,0.82574905,0.97873968,-5.155812958,0.220156787
LOC113185478,0.051620862,4.220473755,0.22036552,0.825589624,0.97873968,-5.217173187,0.220361504
LOC113191734,0.018439891,4.995726349,0.221149474,0.824978214,0.97873968,-5.279321998,0.221146693
LOC113199509,0.128214408,2.096699396,0.22133083,0.824858219,0.97873968,-4.911644676,0.22130081
LOC113199624,-0.05132429,0.330654059,-0.221410238,0.824927818,0.97873968,-4.730930485,-0.221211419
Lrrc17,0.129841477,1.448041838,0.22033972,0.825639355,0.97873968,-4.874907111,0.220297644
Med9,-0.020240561,4.743290198,-0.220416711,0.82555112,0.97873968,-5.143158305,-0.220410947
Mtif3,0.023091581,4.28643938,0.220628002,0.825385144,0.97873968,-5.221074061,0.220624088
Nrros,0.063816451,1.243175247,0.220752834,0.825340343,0.97873968,-4.815640705,0.220681621
Nup160,0.028542338,4.78534535,0.220542098,0.825451678,0.97873968,-5.238347952,0.220538646
Oxct1,-0.021113655,6.773448694,-0.221438498,0.824752613,0.97873968,-5.332469672,-0.221436452
Pgm2,0.020860143,4.036989437,0.221625332,0.824610195,0.97873968,-5.144223119,0.22161938
Pik3c2b,0.024172492,4.801835245,0.220225032,0.825700653,0.97873968,-5.133370542,0.220218932
Ppp2r2d,-0.02269439,5.599559574,-0.220447836,0.825523607,0.97873968,-5.395758432,-0.220446278
Rnf151,-0.045406184,1.309605881,-0.220552987,0.825503576,0.97873968,-4.801894213,-0.220472001
Slc12a8,-0.050117818,1.081829638,-0.221976962,0.824393789,0.97873968,-4.804753921,-0.221897356
Slitrk2,-0.057447692,4.478498934,-0.220615325,0.825396785,0.97873968,-5.130583659,-0.220609138
Spryd7,-0.028327207,5.963590781,-0.221018082,0.825079572,0.97873968,-5.390975723,-0.221016518
Tada2a,-0.023748381,5.838228534,-0.220406569,0.82555596,0.97873968,-5.356134593,-0.220404732
Tm4sf18,-0.037047932,1.890169955,-0.220513561,0.825493258,0.97873968,-4.918757481,-0.22048525
Deptor,0.026218888,6.483174991,0.219636768,0.826155736,0.978943894,-5.320318643,0.219634608
LOC113190243,0.053746449,6.998512524,0.219693013,0.826111331,0.978943894,-5.411895759,0.219691621
LOC113194198,0.049339593,-0.719673742,0.219813391,0.826166698,0.978943894,-4.737013688,0.219620533
Saal1,-0.019384836,4.295019882,-0.219572141,0.826207366,0.978943894,-5.223791334,-0.21956832
Zfand5,0.0172132,7.341504233,0.219673974,0.826127447,0.978943894,-5.255146017,0.219670929
Acan,0.097582797,5.560162983,0.218960902,0.826682027,0.979438489,-5.342886305,0.218958947
LOC113197730,0.086000875,3.648800072,0.218877495,0.826751904,0.979453467,-5.093263096,0.218869246
LOC113179703,-0.026149862,4.185239539,-0.218725888,0.826870982,0.979458927,-5.061104006,-0.218716389
Nbeal2,-0.029180223,5.043456203,-0.218725704,0.826865655,0.979458927,-5.299399893,-0.218723226
Aloxe3,0.051299865,0.623271207,0.218260827,0.827309374,0.97960032,-4.778077178,0.21815368
Anapc7,0.015921386,5.594315245,0.217567381,0.827767439,0.97960032,-5.390205908,0.217565794
Ano5,-0.013603355,5.601448313,-0.216674524,0.828463228,0.97960032,-5.39098318,-0.216672952
Bnip2,-0.022160906,5.076413752,-0.216804262,0.8283629,0.97960032,-5.289736251,-0.216801683
Bnip3,0.018468485,7.649427602,0.216366589,0.828702929,0.97960032,-5.44801597,0.216365407
Bnipl,-0.032647465,3.215507427,-0.217229355,0.828038163,0.97960032,-5.046197663,-0.217218378
Btf3l4,0.018483695,6.250271948,0.216874454,0.828308074,0.97960032,-5.296285696,0.216872032
Chfr,-0.020537987,4.943812221,-0.216774141,0.82838626,0.97960032,-5.305502625,-0.21677171
Commd3,-0.018784624,5.653497099,-0.217530249,0.827796278,0.97960032,-5.405678426,-0.217528783
Epha1,-0.108717212,1.325373204,-0.218508137,0.827076257,0.97960032,-4.840792304,-0.218452894
Glis2,0.034933005,3.027725445,0.216653747,0.828487615,0.97960032,-5.032701281,0.216641662
Gnaq,-0.021069091,7.325671373,-0.217293084,0.827981752,0.97960032,-5.304926081,-0.217290768
Gorasp1,0.017436269,7.060973713,0.217311018,0.827967889,0.97960032,-5.293183234,0.217308557
Lamc2,-0.090116812,3.035507604,-0.216967804,0.828244147,0.97960032,-5.009550593,-0.21695406
Lman1,-0.026489076,6.726311823,-0.216563227,0.828549729,0.97960032,-5.431335164,-0.216561966
LOC113177265,-0.057959839,0.260976363,-0.217624589,0.827847749,0.97960032,-4.745491643,-0.217462731
LOC113186162,0.021477293,5.37874092,0.216467437,0.828624774,0.97960032,-5.369211453,0.21646568
LOC113187981,-0.067843023,0.123005626,-0.216446802,0.828707639,0.97960032,-4.799123303,-0.216359363
Myh11,-0.037069272,4.917849213,-0.217080901,0.828148785,0.97960032,-5.184801114,-0.217076426
Pheta2,0.04391236,2.02073537,0.217277127,0.828025811,0.97960032,-4.864739553,0.217234228
Pkhd1,-0.055337566,0.606150632,-0.216797948,0.828422489,0.97960032,-4.815567106,-0.216725224
Rcor2,-0.048991605,4.037987711,-0.218319515,0.827185332,0.97960032,-5.122414259,-0.21831289
Shisa7,-0.035640198,5.210636418,-0.21674857,0.828406038,0.97960032,-5.31908031,-0.216746333
Tigd7,-0.02208774,4.359286823,-0.216439883,0.828647831,0.97960032,-5.222873802,-0.216436098
Tlr6,-0.055407415,0.704902873,-0.216932732,0.82830834,0.97960032,-4.832473366,-0.21687169
Tmem214,-0.01714309,6.013749342,-0.218016364,0.827417657,0.97960032,-5.374769563,-0.218014701
Traf5,0.040254491,2.374714341,0.217451953,0.827885113,0.97960032,-4.879436942,0.217414781
Zbtb6,-0.030293955,5.417320086,-0.216751366,0.828403521,0.97960032,-5.36261784,-0.216749562
Zmym3,0.019086524,7.072262573,0.217754032,0.827622573,0.97960032,-5.304463672,0.217751708
Znf613,-0.019037154,4.513283043,-0.217999893,0.827431639,0.97960032,-5.258594026,-0.217996756
Nos1ap,-0.03810681,3.758058872,-0.216101248,0.828915863,0.979643451,-5.069332999,-0.216092221
Ptprf,0.019847852,6.964585498,0.2161298,0.828888717,0.979643451,-5.271689515,0.216127048
Rbm11,-0.065200322,1.287108931,-0.216281495,0.828815193,0.979643451,-4.829880433,-0.216221375
Abcc6,0.046736152,2.047367466,0.203807105,0.838522344,0.979662079,-4.935931694,0.203783939
Acss3,0.054981021,4.726924327,0.202211879,0.839753013,0.979662079,-5.293184243,0.202209415
Akap1,-0.016152731,6.164949017,-0.203413116,0.83881306,0.979662079,-5.440121048,-0.203411951
Als2,0.024154695,5.62527445,0.213195379,0.831176893,0.979662079,-5.254859054,0.213192404
Ap1ar,0.028479795,5.462847128,0.211529878,0.832475295,0.979662079,-5.346793095,0.211527989
Apcdd1,0.049957281,5.5566214,0.206980378,0.836026536,0.979662079,-5.359224259,0.206978645
Appl2,-0.031417469,6.244416684,-0.212481402,0.831732421,0.979662079,-5.442074393,-0.212480203
Arhgap1,-0.016442378,6.883005807,-0.21566543,0.829249565,0.979662079,-5.423084064,-0.215664127
Arhgap33,0.045698801,5.471994061,0.200863599,0.840806632,0.979662079,-5.349631413,0.200861808
Art3,0.079075632,1.969510563,0.205933428,0.836871903,0.979662079,-4.875953952,0.205896316
Asrgl1,-0.050252513,6.207091467,-0.203006289,0.839131136,0.979662079,-5.41228619,-0.203004985
Atrip,0.023244834,4.043466515,0.20727128,0.835804137,0.979662079,-5.084369372,0.207263424
B3galt6,0.023151595,4.08553471,0.201475866,0.840329666,0.979662079,-5.200350293,0.201471814
B3gnt2,0.017980873,5.498915164,0.206809969,0.836161401,0.979662079,-5.194582912,0.20680596
Bclaf3,0.01567102,5.411129725,0.201131841,0.8405968,0.979662079,-5.364749429,0.201130159
Bicc1,0.064697616,3.497336045,0.20375933,0.838548755,0.979662079,-5.064249593,0.203750144
Brap,-0.018373417,5.873083864,-0.209079732,0.834388046,0.979662079,-5.274947004,-0.209077107
Brms1l,0.033478265,6.131290859,0.204370956,0.83806473,0.979662079,-5.397180198,0.204369542
Bst1,0.073650119,3.209547562,0.210242245,0.833484709,0.979662079,-5.097654895,0.21023443
Cbx6,-0.015239528,9.031866007,-0.201188166,0.840552633,0.979662079,-5.384099348,-0.201186646
Ccdc102b,-0.053815672,2.272089537,-0.20979882,0.83384273,0.979662079,-4.935651192,-0.209775712
Ccdc116,0.031286549,2.579095898,0.201884456,0.840020161,0.979662079,-4.97685725,0.20186769
Ccdc142,0.022695327,4.397348815,0.205800372,0.836949661,0.979662079,-5.224922148,0.205796775
Ccdc22,-0.018127568,4.486432352,-0.21020596,0.833509313,0.979662079,-5.257441119,-0.210202904
Ccdc7,0.055538119,3.51084881,0.204440394,0.838016531,0.979662079,-5.062940573,0.204431225
Cd72,-0.10634651,0.786961031,-0.201017975,0.840749925,0.979662079,-4.792911125,-0.200934328
Cdc23,-0.014030439,5.914402638,-0.211597233,0.832422282,0.979662079,-5.425255629,-0.211595934
Cep112,-0.02286068,5.280565396,-0.203345346,0.8388674,0.979662079,-5.251983439,-0.203342423
Chrm3,0.036451309,2.669043271,0.20459999,0.837911583,0.979662079,-4.880955889,0.204565538
Cib1,-0.024839631,4.992682423,-0.20753771,0.835592547,0.979662079,-5.231723247,-0.207534379
Clgn,-0.075678835,4.724056296,-0.214426732,0.830216013,0.979662079,-5.321278714,-0.214424532
Clip3,0.036283649,7.626925049,0.200859375,0.840809883,0.979662079,-5.350348115,0.200857651
Cmtm4,0.028326386,6.222608742,0.199862773,0.841589503,0.979662079,-5.315141961,0.19986073
Col9a3,0.025455342,2.417006208,0.209287667,0.834240391,0.979662079,-4.945093371,0.209266258
Cops7a,-0.020814234,6.503872972,-0.211439169,0.83254544,0.979662079,-5.462302066,-0.211438087
Coq2,-0.02946206,2.160299534,-0.204583758,0.837916055,0.979662079,-4.931137166,-0.204559814
Creb5,-0.048672527,2.567698412,-0.213432324,0.831003549,0.979662079,-4.975386887,-0.213414657
CUNH11orf42,0.046294527,1.958454484,0.207519925,0.835626163,0.979662079,-4.911647957,0.20749133
CUNH11orf95,0.042076368,4.260352045,0.199743166,0.841684337,0.979662079,-5.216312722,0.199739478
CUNH12orf42,0.103310609,-0.694074682,0.210533301,0.833380641,0.979662079,-4.74814755,0.210367776
CUNH3orf52,-0.084491147,0.50265609,-0.213680086,0.830842961,0.979662079,-4.833554093,-0.213620565
CUNH7orf26,0.01855127,5.334998461,0.21453239,0.830135101,0.979662079,-5.198273815,0.214528299
Cutc,-0.029937525,3.64018671,-0.215088923,0.829706374,0.979662079,-5.041630943,-0.215078169
Dbh,0.071962111,-1.01403902,0.204167164,0.838419765,0.979662079,-4.71594562,0.203915203
Dbnl,0.013964104,6.991471884,0.20527425,0.837358663,0.979662079,-5.467848496,0.205273223
Dbt,0.018372666,4.819646871,0.2073864,0.835710072,0.979662079,-5.291952173,0.207383878
Dcn,-0.076028578,5.66917088,-0.200890789,0.84078546,0.979662079,-5.33283015,-0.200888884
Ddrgk1,-0.015396446,5.564975469,-0.200161499,0.841355448,0.979662079,-5.386530805,-0.200160002
Dexi,-0.033454869,4.913048981,-0.209907392,0.833742134,0.979662079,-5.268808534,-0.209904597
Dhrs13,0.043235288,4.428560966,0.215497459,0.829382167,0.979662079,-5.241239375,0.215494029
Dhx35,0.032719715,4.661058223,0.215858534,0.829100407,0.979662079,-5.260249223,0.215855472
Disp3,0.037114308,4.48064739,0.211373425,0.832598512,0.979662079,-5.24188866,0.211370068
Dnah11,-0.051475086,1.879874954,-0.203235584,0.838996494,0.979662079,-4.824321901,-0.20317725
Dnajb14,-0.017756543,5.573864484,-0.200385342,0.841182292,0.979662079,-5.193531101,-0.200381417
Dpp10,0.040616748,5.395989387,0.209628704,0.833959739,0.979662079,-5.258088973,0.209625804
Eif4enif1,0.014232911,5.826963906,0.205309529,0.837331567,0.979662079,-5.370380017,0.205307907
Elac1,-0.018677229,5.135234128,-0.203989593,0.838365408,0.979662079,-5.152148245,-0.203984761
Elovl7,-0.037649837,2.030157579,-0.207896987,0.835347404,0.979662079,-4.843556738,-0.207848318
Enkur,0.033400627,4.445973444,0.210123078,0.833575836,0.979662079,-5.147977116,0.210117668
Epha8,0.054194473,2.145060986,0.200943449,0.840761186,0.979662079,-4.932072965,0.200919927
Errfi1,0.058991574,4.891126,0.202692071,0.83937769,0.979662079,-5.289212122,0.202689552
Eva1c,-0.030657227,3.544585587,-0.208720293,0.834672898,0.979662079,-5.088494049,-0.208712222
Fam183a,0.080462165,0.027833173,0.204454513,0.838109035,0.979662079,-4.752678176,0.204312842
Fam198a,0.036426331,3.944957922,0.20153224,0.840286361,0.979662079,-5.16284353,0.201527202
Fam229a,-0.029749591,2.012914762,-0.208955756,0.83450182,0.979662079,-4.931253405,-0.208931363
Farp2,-0.035934103,7.359964565,-0.211278933,0.83267047,0.979662079,-5.461171237,-0.211277845
Fem1a,0.020756935,5.726452339,0.214682201,0.83001622,0.979662079,-5.408087019,0.214680765
Fkbp4,0.018790552,7.996414622,0.205437575,0.837231199,0.979662079,-5.436533743,0.205436381
Flna,0.020676024,7.618065271,0.205160872,0.837447929,0.979662079,-5.333385967,0.205158965
Foxred2,0.055954019,5.762503588,0.207100459,0.835932635,0.979662079,-5.379242452,0.207098883
Gad2,-0.092402763,7.959581354,-0.211555463,0.832454994,0.979662079,-5.398811736,-0.211554007
Galk2,0.021036914,5.67660765,0.20000554,0.841477288,0.979662079,-5.410736377,0.200004211
Gcnt4,-0.082310443,2.359327558,-0.214187748,0.83042085,0.979662079,-4.921341218,-0.214161843
Gdi2,-0.016370004,7.534809426,-0.215424792,0.829438238,0.979662079,-5.275180865,-0.215422104
Gins4,0.039118985,1.914618758,0.212279941,0.831938863,0.979662079,-4.816990797,0.212215567
Gpr12,0.057584539,1.705663563,0.210280815,0.833481983,0.979662079,-4.862390756,0.210237922
Hnrnpu,-0.011700456,9.023974477,-0.212064658,0.832057825,0.979662079,-5.385519185,-0.212063076
Hs6st2,0.056303914,4.746347211,0.205330298,0.837315917,0.979662079,-5.303118369,0.205327938
Iffo2,0.023788042,4.467301498,0.211798871,0.832268362,0.979662079,-5.141365055,0.211793215
Inka2,0.041727099,2.136680016,0.201104989,0.84063272,0.979662079,-4.948350668,0.201084221
Ipo7,0.016077356,7.244410455,0.207674886,0.835484299,0.979662079,-5.337793485,0.207673002
Itga4,-0.058842477,1.483333522,-0.215496611,0.82940834,0.979662079,-4.886067606,-0.215460456
Itpkc,0.043897556,3.526956588,0.209759943,0.833861217,0.979662079,-5.093995802,0.209752027
Jdp2,-0.025160861,4.111671065,-0.200839686,0.8408274,0.979662079,-5.182572146,-0.200835248
Klhdc1,-0.028652562,4.703453983,-0.212946399,0.831372216,0.979662079,-5.185406657,-0.212941983
Klhl6,0.054341595,0.077095784,0.213103282,0.831435038,0.979662079,-4.715827333,0.212861442
Kntc1,-0.051872853,0.372319603,-0.206852104,0.836182726,0.979662079,-4.810511429,-0.206778656
Lhx5,0.107483465,1.846970473,0.213053354,0.831314913,0.979662079,-4.878688186,0.213015449
Lig4,0.024954241,4.589091805,0.20965016,0.833943183,0.979662079,-5.250721786,0.209647014
Lmln,0.038145047,5.262343607,0.206578925,0.836340098,0.979662079,-5.360326615,0.206577161
LOC113176895,-0.040418916,2.84083825,-0.212969718,0.831364607,0.979662079,-4.969624265,-0.212951738
